0,1,2,3,4,5,label
84.00539973665421,65.74633703938315,16.298529716862472,67.31575349197348,77.80603271058288,87.78656939379586,1
84.03064566819005,65.74172371510845,15.333552971959357,65.06167266912942,78.14234350590426,88.20624144911329,1
84.78539111584256,66.44778388598729,16.37789626369452,68.2637606958726,77.897683460298,87.7963883579999,1
84.12600723859097,66.10274451393468,16.266141403910847,67.47965038077868,77.53138687487748,87.81240508191361,1
83.61217352601834,65.78992167658619,16.620590933816267,68.59490632513216,77.23966471557173,87.80456284815969,1
84.62280916516058,66.15892025721982,16.138815846151022,67.14453822592505,77.27364333541666,87.5261121162618,1
84.4471284453718,66.34150317098161,16.32921161135111,67.76973796228458,78.3402895759772,88.24156876065996,1
84.14156767838801,66.08738262149815,15.94579619846743,67.34692332153823,78.0830608116869,88.01027434017027,1
83.71025818614227,65.727757929554,16.11181581940982,67.23178645518718,78.4804788131425,88.29088660616726,0
84.01215163371072,66.07549466157556,15.668234527833912,65.89857724475729,77.94061994634002,87.799260447665,0
84.24237464385376,65.88612870700277,16.73910575005493,68.7201402892098,77.3506603242641,87.88707226162974,0
83.94672594152992,66.56563918417443,15.608116122154492,66.05451725841479,77.42423134875166,87.77795353788342,1
84.27581628990922,65.98673970305806,15.722384569504786,66.29236073688655,76.97996127052218,87.67483345275986,1
83.79662654747567,65.9313017458174,15.800201387221875,66.59525067242987,78.38739260981625,88.13578265032724,1
83.45534037314506,65.41462951625012,16.297483401731167,68.13438961396835,78.51135703115645,88.16609320037406,0
84.14782482989006,66.08490193920807,15.884181783559274,66.70275704298955,78.2769544843046,88.0541167622718,1
83.8837953256857,66.08256160482505,15.728557952746867,66.62560853704433,79.31707783328835,88.56733516795843,0
83.44151095170974,65.74074871909886,15.991704841406104,67.38938223971522,78.60432193687427,88.27542396424049,0
84.30695664990641,66.03730306517498,15.634407233396725,66.20216449859831,77.01486651983159,87.44286862893352,0
83.57246011791148,66.17015709733883,16.50478865351981,68.62859401563007,77.92897654018118,87.97701578693275,1
84.58020701393778,66.05199974615539,15.61847523828969,66.01497990931405,77.45057770541824,87.7071666028121,1
83.9097631172385,65.87133429334772,16.303983017761205,67.14320121978055,77.6963261172436,87.66431826559645,1
83.68741352425668,65.89245226319055,16.671015876518144,68.7053132303719,78.13619818281755,87.96936571777997,1
84.31444154775522,66.18857773993739,15.61010630240108,66.01280506780728,78.70184996025023,88.020046256663,1
84.41295868936237,66.49589018663121,15.982505535582169,67.21343023934158,77.68279936065343,87.75226783794794,0
82.68633875453602,65.28985955542561,15.842424915213172,66.20567593773877,78.23737564186807,88.23475897101572,0
83.51141298765975,66.301750619456,16.37745644234246,67.80245233160292,78.61559664627764,88.43976381936493,1
