0,1,2,3,4,5,label
41.18042306651758,22.86962038698779,97.4887655106142,16.656533466744765,28.964652764731035,79.96870174754723,0
40.77576344061204,21.195094874187447,96.37564291592257,15.045181137046232,30.501089325335304,80.54469381886892,1
40.16864310151677,19.7798048281574,98.4480456589568,17.63559207788712,28.122630437403306,79.8240979152015,1
41.45112214604675,22.89574218260931,96.9622661902633,15.658914019609435,27.532480245710165,79.52192689913562,0
41.093684619520786,22.269148728554388,96.79134568664,15.740723721443315,29.28572682672257,80.13302652475737,1
41.52016057580124,22.987170207490603,97.573405086824,16.765950053168535,28.943904011998494,80.04480664451262,1
41.05663995474717,21.725971625392535,96.8694749061439,15.79580748951555,28.249634305665307,79.7715105451022,0
40.425630446972406,21.168608247410795,96.35979101924131,15.367840664026573,28.767272038196797,79.92615714183464,0
40.38709627003043,20.160224262586752,96.99402570341421,16.007649380076536,29.319367522093692,80.18583527243494,0
41.27207545655683,22.94221031343294,96.53063465184124,15.2973942428905,28.094408995816522,79.71836055850213,1
41.1418416272563,22.58544603212296,97.09117732667677,16.210245814893025,28.197052393959865,79.77934878960983,0
41.232660562647894,22.43366502016296,96.85445428176024,15.783779180147329,28.526452214147305,79.90501180374228,1
40.614957420940925,21.81478317097319,97.03013847749365,15.830650198463859,29.336987835934142,80.07859208090629,1
41.27863642165917,23.355714724231113,96.17596057058685,15.042788524305267,29.706165431776675,80.29270980951173,0
41.135643869771386,22.162614019552027,96.7381721385418,15.510118367582828,28.924655749928068,79.93526017804088,0
41.39386110543908,22.88339470439909,97.73826892959885,16.833219268505562,29.12595779077945,80.08693600785844,0
41.34309264755595,23.135467804509567,97.26126520950564,16.040193065449984,28.56115153862977,79.90776579128537,1
40.4189810676171,20.438661438353986,94.28753192106336,12.58219860228269,28.554485032484866,79.84934448523191,0
40.31888221629753,20.553391788049538,98.30203976668902,17.701187042788032,29.74108539963594,80.27111946788403,1
40.729202358887896,20.72226756073127,97.95935253204209,17.38479106404401,28.13579329217109,79.8067825781481,0
41.98944618372606,24.557956785275923,97.0537753789722,16.21336388024026,30.41111919119822,80.48852981506403,0
41.011968994288296,22.125662259697148,95.72683118318658,14.34140493462641,29.13956083550445,80.05899995912256,0
40.208080870141906,21.52917146564236,97.05977318032694,16.056760331212473,28.76690299226789,79.96106107394827,1
41.013018643478816,20.935574540575505,96.83857422591568,15.704979751009047,29.569672265373374,80.07086784658264,0
41.05110577955954,22.257507380643936,97.06757969260069,16.39199971336087,28.598218290037885,79.83107808858223,0
41.26076315336317,22.725546667602163,98.08944402641146,17.260784087246847,27.280114821521718,79.43602443119484,1
41.2672161330115,21.72853844794355,96.84832422376977,15.743387308636965,29.3474102374794,80.10779696496802,1
41.56653939410308,23.194172484166337,96.81560255962448,15.823550855675848,28.877831747650326,79.95315210871728,1
40.9645267233431,22.755653707340922,96.55741279936257,15.407583435288755,29.343139092520037,80.11105657183751,0
41.16214261744858,21.21295064354762,96.42093613713101,14.854176976394534,28.61650658285155,79.85682462114299,0
40.81865825024958,21.193769182739363,96.25323993019396,15.196249197211998,28.071728365141176,79.78119889369965,0
40.58051291067306,21.9280923245996,96.5399878611322,15.105635034197835,29.29514762297523,80.10388617281536,1
40.70269049511275,20.718193426931727,97.99765854273342,17.550104988438292,29.92490050634184,80.2877731391065,0
40.685923513099105,21.35924293787445,96.10193764892291,14.965004385752295,28.91269075233017,79.96035434462381,0
40.82572403374473,22.31392985144036,97.35631314815078,15.957466930528765,29.356726048691,79.93710201432644,1
40.817465039927285,20.56048363840532,96.33186860137316,14.753706954602507,29.146798841964777,80.0912293645693,0
41.06392204040506,22.394149669657992,97.67246828659842,17.035466185402893,28.913125395261,80.0309858628313,1
40.966516788376055,21.62321750034982,96.58834005444936,15.523227618488464,29.364553971461987,80.16846728224604,1
41.77846226562906,23.985374325694448,96.89689258235418,16.033266783719444,28.613778735543157,79.88120306904669,0
40.96411904977102,21.50833691567016,97.20627418741768,16.03730031731218,29.574528807898695,80.3007578909771,1
40.884525654598114,21.987553642792374,97.82628359334764,17.169948432212262,28.02101565565135,79.71702053530359,1
41.434085233330215,23.180746096502016,97.42866628081522,16.55096814901596,29.440369007009807,80.17515361215617,1
40.78143478693181,21.011011974938718,96.14734818799937,14.441012141819018,27.8986226045363,79.63002520301117,0
40.88662793808211,21.814421519996213,98.1882555052451,17.49431023706578,29.403904364139343,80.11543249313414,1
40.98110465294454,22.730823897962303,95.91630627532852,15.018158588200235,28.757040447173853,79.96400887835556,0
40.9852719475786,22.96866046785593,97.62431147491891,16.899713498307676,29.237361611554494,80.06079325771336,1
40.98988712926145,23.254450067557936,95.79227939417021,14.204457435561352,26.991351847315446,79.32455925745687,0
41.407191292963674,23.202627513525872,97.09522053119663,16.24799521701742,28.051222676606073,79.70213505054699,0
