0,1,2,3,4,5,label
22.382779390279342,19.57764710890932,74.35615894563068,87.60907270924679,25.47660933165606,13.423284890430939,1
24.319059827767106,21.575088317081967,76.24214410488858,91.59351250012934,26.573172006715502,14.82841875688061,0
23.46104172218638,20.32059766392545,74.21377124135161,89.13565653328463,28.173489408938888,16.236379781995243,0
23.705019713984143,20.880960687379726,75.23544401467778,92.049311826445,27.62558142339849,15.57707820810899,0
23.142541316652533,20.20418435593395,75.91020229055877,91.7670360361973,27.85356918595871,15.839956095390427,0
24.039237274895463,20.66801584222173,74.71065099109349,88.96915408997299,27.392223275950823,15.660726546477331,0
22.993030504579377,20.435262491102684,74.16074589205729,89.50429902935737,27.029808472085644,15.132271317977096,1
25.80671204669488,22.60116187206395,76.59169074956044,91.2982971622333,28.257561640229,16.06208343881353,1
24.191945622721146,21.2917812557116,74.9320903603406,90.50217951267679,25.712039364413968,13.833612142791033,0
25.84081566398449,22.81450326199409,73.55631972099717,88.00714136453445,27.82220299971244,15.724284341570716,1
23.869284311441803,20.901774974624818,74.18826106516158,88.60965917551293,26.12956392224861,13.994170556495533,0
23.924970485067572,20.621558802418967,75.00948490629594,89.88861390388304,27.591749849594823,15.424098656086981,0
24.39812938090341,20.760248397488283,74.15461139828555,88.94562890679913,26.82214425815305,14.925269139599168,0
25.457927081343666,22.267061453575376,74.11203807194323,88.62348654000144,26.88267854371295,15.063858284220812,1
23.341131126985093,20.333757532758067,74.20430555672517,88.80741600373217,27.25293541037165,14.997013596743331,1
23.1526824998825,20.27440761045797,76.23681127499606,92.44600174559868,26.54178867516616,14.610290641307529,0
25.21070196557693,22.475488961562466,74.56921335356746,87.98499124360708,27.59760068202517,15.479293218428113,0
25.598529363866497,22.44591933175817,74.22079869225804,89.08802974968141,27.087510668768157,14.954576986625662,0
25.842544621598524,22.906057674710738,73.98167817330464,86.69345766578381,27.727686989153913,15.76387392045802,0
23.79902455883512,20.462965546911,74.70057571410854,90.0759488872877,26.95308339519701,15.031568969835394,1
22.956398168336115,20.347775571242188,76.21931003499631,91.72248716511291,29.573294502600657,17.474402544163098,1
21.56805670459229,18.717412617213366,74.74678765865829,90.22019400179913,27.20027690741135,15.083585150757516,0
24.612954843623324,22.11766325493807,75.73363120482813,90.53561459147151,26.546023909195604,14.407577353054865,0
24.65974318389027,21.562155868725988,73.9803463109525,88.21550263121429,28.880313124639358,16.820038008548202,0
23.072501788602167,20.30160107051192,75.0679271580653,89.96616597841616,27.896680940671477,15.971222443856892,1
22.96459032242686,20.03632476787006,75.70023662044207,90.59405388050993,27.425105903183216,15.594235871096801,1
23.22951452181639,20.13287448949972,74.16871199433086,88.31988955089996,26.45907146125389,14.356594685234347,0
23.95972292826336,21.385503086651756,74.86002273974825,89.04292243399702,27.01114812863469,15.115013363424193,1
22.959498031145106,20.229014622534386,75.57456770667928,90.56191474012938,27.757746638458904,15.469948692447336,0
23.435306315126496,20.540552732006482,73.92139525001285,89.15292507002053,26.963545916647053,14.995977704813725,0
24.72186801590393,21.81217502594073,74.42895330579579,89.53808591921239,27.245202011305643,15.475626504606455,0
25.22825319012623,22.146792824009644,74.56165266549323,88.82604953261844,26.680306353656555,14.732982416046207,1
23.94712887537507,20.91244595251192,74.1987106515941,89.7431565405443,27.12491123443075,15.036659822826845,1
25.106552789983787,21.86792864412593,75.06613623004716,90.45588364585323,26.075449735704225,14.084950435630743,0
